id,name,website,normalized_domain,industry,location,size_category,source_list,method,fallback_used,first_seen,last_seen,phone,address,address_street,address_city,address_state,address_postal_code,rating,reviews_count,categories,yp_listing_url,hours_text,email
11,AG Williams Painting Company,http://www.agwilliamspainting.com,agwilliamspainting.com,"painting company, painting service",,33,"[""apollo""]",,,2025-10-22T04:55:36.580Z,2025-10-22T04:58:32.745Z,,,,,,,,,,https://app.apollo.io/#/organizations/54a26f6a74686930c279b422?overrideScoreId=score,,
12,Imprūv Painting & Contracting,http://www.impruvpainting.com,impruvpainting.com,"painting company, painting service",,3,"[""apollo""]",,,2025-10-22T04:55:36.580Z,2025-10-22T04:58:32.746Z,,,,Columbus,Ohio,,,,,https://app.apollo.io/#/organizations/63d5725c4b6606000119cffe?overrideScoreId=score,,
13,Penington Painting Company,http://www.teamppc.com,teamppc.com,"painting company, painting service",,45,"[""apollo""]",,,2025-10-22T04:55:36.581Z,2025-10-22T04:58:32.746Z,,,,Chandler,Arizona,,,,,https://app.apollo.io/#/organizations/66e5e8f4d82df900011d66ba?overrideScoreId=score,,
14,Meyer Painting Company,http://www.meyerpaintingco.com,meyerpaintingco.com,"painting company, painting service",,8,"[""apollo""]",,,2025-10-22T04:55:36.581Z,2025-10-22T04:58:32.746Z,,,,Eureka,Missouri,,,,,https://app.apollo.io/#/organizations/5d09bd3df651259ad0d8fad5?overrideScoreId=score,,
15,Kennewick Painting Company,http://www.kennewickpainting.com,kennewickpainting.com,"painting company, painting service",,,"[""apollo""]",,,2025-10-22T04:55:36.581Z,2025-10-22T04:58:32.747Z,,,,Kennewick,Washington,,,,,https://app.apollo.io/#/organizations/61ad51696629d0000157b61a?overrideScoreId=score,,
16,The Ohio Painting Company,http://www.ohiopainting.com,ohiopainting.com,"painting company, painting service",,11,"[""apollo""]",,,2025-10-22T04:55:36.581Z,2025-10-22T04:58:32.747Z,,,,Miamisburg,Ohio,,,,,https://app.apollo.io/#/organizations/56d522f0f3e5bb43e20013e2?overrideScoreId=score,,
17,"A Step Above Painting, LLC.",http://www.asapsrq.com,asapsrq.com,"painting company, painting service",,5,"[""apollo""]",,,2025-10-22T04:55:36.581Z,2025-10-22T04:58:32.747Z,,,,Sarasota,Florida,,,,,https://app.apollo.io/#/organizations/5ed33ab4a137530001916c83?overrideScoreId=score,,
18,Epic Painting Company,http://www.epicpaintingco.com,epicpaintingco.com,"painting company, painting service",,7,"[""apollo""]",,,2025-10-22T04:55:36.581Z,2025-10-22T04:58:32.747Z,,,,Fairfax,Virginia,,,,,https://app.apollo.io/#/organizations/6638b731c948a3000163602b?overrideScoreId=score,,
19,Coeur d'Alene Painting Company,http://www.coeurdalenepainter.com,coeurdalenepainter.com,"painting company, painting service",,5,"[""apollo""]",,,2025-10-22T04:55:36.582Z,2025-10-22T04:58:32.747Z,,,,Coeur d'Alene,Idaho,,,,,https://app.apollo.io/#/organizations/6547d31911b8240001ee5c45?overrideScoreId=score,,
20,CertaPro Painters of Mountainside,,,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.582Z,2025-10-22T04:58:32.748Z,,,,Mountainside,New Jersey,,,,,https://app.apollo.io/#/organizations/63c6e0b9aafff100e550f040?overrideScoreId=score,,
21,Two Dudes Painting Company,http://www.twodudes.com,twodudes.com,"painting company, painting service",,36,"[""apollo""]",,,2025-10-22T04:55:36.582Z,2025-10-22T04:58:32.748Z,,,,Lancaster,Pennsylvania,,,,,https://app.apollo.io/#/organizations/54a1392669702de5b3a11500?overrideScoreId=score,,
22,Atlanta Painting Company,http://www.atlantapaintingcompany.com,atlantapaintingcompany.com,"painting company, painting service",,29,"[""apollo""]",,,2025-10-22T04:55:36.582Z,2025-10-22T04:58:32.748Z,,,,Roswell,Georgia,,,,,https://app.apollo.io/#/organizations/54a1a396746869586099fb03?overrideScoreId=score,,
23,Fargo Painting Company,http://www.fargopaintingpros.com,fargopaintingpros.com,"painting company, painting service",,1,"[""apollo""]",,,2025-10-22T04:55:36.582Z,2025-10-22T04:58:32.748Z,,,,Fargo,North Dakota,,,,,https://app.apollo.io/#/organizations/61ad4ea75370c80001e34fb6?overrideScoreId=score,,
24,National Coatings,http://www.nationalcoatingsinc.com,nationalcoatingsinc.com,"painting company, painting service",,82,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.748Z,,,,Raleigh,North Carolina,,,,,https://app.apollo.io/#/organizations/5da3bdf63580cb00014e8c7b?overrideScoreId=score,,
25,Denver Painting Service Company,http://www.denverpaintingservicecompany.com,denverpaintingservicecompany.com,"painting company, painting service",,,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.749Z,,,,Denver,Colorado,,,,,https://app.apollo.io/#/organizations/64b25e4c41dc870001ac33b6?overrideScoreId=score,,
26,Pasco Painting Company,http://www.pascopaintingcompany.com,pascopaintingcompany.com,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.749Z,,,,Pasco,Washington,,,,,https://app.apollo.io/#/organizations/64604fcef221c900011b82f8?overrideScoreId=score,,
27,McCahill Painting Company,http://www.mccahillpainting.com,mccahillpainting.com,"painting company, painting service",,10,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.749Z,,,,Romeoville,Illinois,,,,,https://app.apollo.io/#/organizations/54a1399169702d231fbb8000?overrideScoreId=score,,
28,Valley Painting Company,http://www.chagrinvalleypainting.com,chagrinvalleypainting.com,"painting company, painting service",,23,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.749Z,,,,Chagrin Falls,Ohio,,,,,https://app.apollo.io/#/organizations/54a1295d69702dc8410c4c01?overrideScoreId=score,,
29,LIME Painting,http://www.limepainting.com,limepainting.com,"painting company, painting service",,33,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.750Z,,,,Greenwood Village,Colorado,,,,,https://app.apollo.io/#/organizations/5ed1e7983b3bf900017b9fe2?overrideScoreId=score,,
30,Rapid City Painting Company,http://www.rapidcitypaintingpros.com,rapidcitypaintingpros.com,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.583Z,2025-10-22T04:58:32.750Z,,,,Rapid City,South Dakota,,,,,https://app.apollo.io/#/organizations/6550f7c05e86d700010cc48f?overrideScoreId=score,,
31,Pound Ridge Painting Company,http://www.poundridgepainting.com,poundridgepainting.com,"painting company, painting service",,1,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.750Z,,,,Pound Ridge,New York,,,,,https://app.apollo.io/#/organizations/5fcaf532e342470001a49f5c?overrideScoreId=score,,
32,Affinity Painting Company Inc.,http://www.affinity-painting.com,affinity-painting.com,"painting company, painting service",,22,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.751Z,,,,Covina,California,,,,,https://app.apollo.io/#/organizations/5da7015581f1650001b1c11f?overrideScoreId=score,,
33,Bozeman Painting Company,http://www.bozemanhousepainter.com,bozemanhousepainter.com,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.751Z,,,,Bozeman,Montana,,,,,https://app.apollo.io/#/organizations/667950b3ee458f0001dbeb7e?overrideScoreId=score,,
34,Missoula Painting Company,http://www.missoulahousepainter.com,missoulahousepainter.com,"painting company, painting service",,,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.751Z,,,,Missoula,Montana,,,,,https://app.apollo.io/#/organizations/666e9c2c468c780001b84fd9?overrideScoreId=score,,
35,Metro-Multi Construction & Remodeling,http://www.metromulticonstruction.com,metromulticonstruction.com,"painting company, painting service",,11,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.751Z,,,,Troy,Michigan,,,,,https://app.apollo.io/#/organizations/65b93cfe5efc3601c6b06c29?overrideScoreId=score,,
36,Painting Services By Steve,http://www.paintingservicesbysteve.com,paintingservicesbysteve.com,"painting company, painting service",,21,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.751Z,,,,Katy,Texas,,,,,https://app.apollo.io/#/organizations/54a13b1569702de5b3a14601?overrideScoreId=score,,
37,Ogden Painting Company,http://www.ogdenpaintingpros.com,ogdenpaintingpros.com,"painting company, painting service",,,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.752Z,,,,Ogden,Utah,,,,,https://app.apollo.io/#/organizations/66f659bcbdb34f0001951a7f?overrideScoreId=score,,
38,"MB Jessee Painting, Inc.",http://www.mbjessee.com,mbjessee.com,"painting company, painting service",,25,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.752Z,,,,MB Jessee Painting,Inc.,,,,,https://app.apollo.io/#/organizations/55f48969f3e5bb3aac000cca?overrideScoreId=score,,
39,Elk Horn Painting,http://www.elkhornpainting.com,elkhornpainting.com,"painting company, painting service",,10,"[""apollo""]",,,2025-10-22T04:55:36.584Z,2025-10-22T04:58:32.752Z,,,,Castle Rock,Colorado,,,,,https://app.apollo.io/#/organizations/5e5696bb34bf3400011688b2?overrideScoreId=score,,
40,E. Caligari & Son,http://www.ecaligariandson.com,ecaligariandson.com,"painting company, painting service",,29,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.752Z,,,,Norfolk,Virginia,,,,,https://app.apollo.io/#/organizations/5d32b11af65125072c9d5f01?overrideScoreId=score,,
41,The Painting Company San Diego,http://www.sandiegopaintingcompany.com,sandiegopaintingcompany.com,"painting company, painting service",,7,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.752Z,,,,San Diego,California,,,,,https://app.apollo.io/#/organizations/5e582db89303fe00015a92ba?overrideScoreId=score,,
42,The Painting Company,http://www.thepaintingcompany.com,thepaintingcompany.com,"painting company, painting service",,25,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Plain City,Ohio,,,,,https://app.apollo.io/#/organizations/5e57a7c30c206a00016cdc51?overrideScoreId=score,,
43,"Impressions Painting Company, Inc.",http://www.impressionspaintingcompany.com,impressionspaintingcompany.com,"painting company, painting service",,6,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Impressions Painting Company,Inc.,,,,,https://app.apollo.io/#/organizations/54a1391269702de5b37e0b00?overrideScoreId=score,,
44,The Painting Company,http://www.gopaintingcompany.com,gopaintingcompany.com,"painting company, painting service",,55,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Bellevue,Nebraska,,,,,https://app.apollo.io/#/organizations/5e56b2f652e7ad0001f55c3b?overrideScoreId=score,,
45,PPD Painting,http://www.ppdpainting.com,ppdpainting.com,"painting company, painting service",,44,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Bellwood,Illinois,,,,,https://app.apollo.io/#/organizations/54a1b93d7468694f8fbf6e0b?overrideScoreId=score,,
46,York Services LLC (Painting Contractor),http://www.naplesfloridapainters.com,naplesfloridapainters.com,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Fort Myers,Florida,,,,,https://app.apollo.io/#/organizations/54a13adc69702dac84991b01?overrideScoreId=score,,
47,Smile-A-Mile Painting,http://www.smileamilepainting.com,smileamilepainting.com,"painting company, painting service",,9,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Kennewick,Washington,,,,,https://app.apollo.io/#/organizations/5e57a7be7e83710001e0f38c?overrideScoreId=score,,
48,Richland Painting Company,http://www.richlandpainting.com,richlandpainting.com,"painting company, painting service",,,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Richland,Washington,,,,,https://app.apollo.io/#/organizations/66e91c07752645000180a407?overrideScoreId=score,,
49,Medford Painting Company,http://www.medfordpaintingpros.com,medfordpaintingpros.com,"painting company, painting service",,,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.753Z,,,,Medford,Oregon,,,,,https://app.apollo.io/#/organizations/674aceea37cb7e00018739c3?overrideScoreId=score,,
50,Pro Painter USA,http://www.propainterusa.com,propainterusa.com,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.585Z,2025-10-22T04:58:32.754Z,,,,Milwaukee,Wisconsin,,,,,https://app.apollo.io/#/organizations/650a98293ff3c200bc736772?overrideScoreId=score,,
51,Great Falls Painting Company,http://www.greatfallspaintingcompany.com,greatfallspaintingcompany.com,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.754Z,,,,Great Falls,Montana,,,,,https://app.apollo.io/#/organizations/667be2af56655c00010b8b09?overrideScoreId=score,,
52,Majestic Painting Company Inc.,http://www.majesticpainting.net,majesticpainting.net,"painting company, painting service",,16,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.754Z,,,,Aurora,Colorado,,,,,https://app.apollo.io/#/organizations/5da27da4a2de8e0001a7038c?overrideScoreId=score,,
53,Gainesville Painting Company,http://www.gainesvillepaintingcompany.com,gainesvillepaintingcompany.com,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.755Z,,,,Gainesville,Florida,,,,,https://app.apollo.io/#/organizations/68483bd816a86e000d842227?overrideScoreId=score,,
54,G & I Painting and Renovations LLC,http://www.gandipainting.com,gandipainting.com,"painting company, painting service",,3,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.755Z,,,,Sterling Heights,Michigan,,,,,https://app.apollo.io/#/organizations/61ec91be0154d10001111c69?overrideScoreId=score,,
55,MacKenzie Painting Company,http://www.mackenziepaintingco.com,mackenziepaintingco.com,"painting company, painting service",,14,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.755Z,,,,Stratford,Connecticut,,,,,https://app.apollo.io/#/organizations/5fca04f7be1c6100014ef215?overrideScoreId=score,,
56,Midway Painting Company,http://www.midwaypaintingcompany.com,midwaypaintingcompany.com,"painting company, painting service",,13,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.755Z,,,,Midway,Utah,,,,,https://app.apollo.io/#/organizations/6437c6510822f100a300cf04?overrideScoreId=score,,
57,Nashville Painting Company,http://www.nashvillepaintingcompany.com,nashvillepaintingcompany.com,"painting company, painting service",,11,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.755Z,,,,Crossville,Tennessee,,,,,https://app.apollo.io/#/organizations/5fc8d824d510e800017c9d29?overrideScoreId=score,,
58,Tri Cities Painting Company,http://www.eastgateorthodontics.com,eastgateorthodontics.com,"painting company, painting service",,1,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.755Z,,,,Kennewick,Washington,,,,,https://app.apollo.io/#/organizations/6375ed9b997fce000197037e?overrideScoreId=score,,
59,"J & J Custom Painting Company, LLC - Las Vegas, NV",http://www.j-jcustompainting.com,j-jcustompainting.com,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.756Z,,,,Las Vegas,Nevada,,,,,https://app.apollo.io/#/organizations/656bef002a857200a3f4ca3a?overrideScoreId=score,,
60,Coastal Painting Company,http://www.coastalpaintingcompany.com,coastalpaintingcompany.com,"painting company, painting service",,14,"[""apollo""]",,,2025-10-22T04:55:36.586Z,2025-10-22T04:58:32.756Z,,,,Coconut Creek,Florida,,,,,https://app.apollo.io/#/organizations/5e57bee73f9e640001b633be?overrideScoreId=score,,
61,Ryan Painting Company,http://www.ryanpaintingco.com,ryanpaintingco.com,"painting company, painting service",,12,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.756Z,,,,Boston,Massachusetts,,,,,https://app.apollo.io/#/organizations/6048613d7780130001ab8647?overrideScoreId=score,,
62,Nevada Painting Company,http://www.nevadapaintingcompany.com,nevadapaintingcompany.com,"painting company, painting service",,9,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.756Z,,,,Las Vegas,Nevada,,,,,https://app.apollo.io/#/organizations/5a9dc699a6da98d96640d71d?overrideScoreId=score,,
63,Leach Painting Company,http://www.jleachpainting.com,jleachpainting.com,"painting company, painting service",,20,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.756Z,,,,Fenton,Missouri,,,,,https://app.apollo.io/#/organizations/55f4e202f3e5bb16680031cb?overrideScoreId=score,,
64,"Mid South Painting, Inc.",http://www.midsouthpaintinginc.com,midsouthpaintinginc.com,"painting company, painting service",,18,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.756Z,,,,Mid South Painting,Inc.,,,,,https://app.apollo.io/#/organizations/61ec11b554407500016c794f?overrideScoreId=score,,
65,The Commissioned Art Network,http://www.thecommissionedartnetwork.com,thecommissionedartnetwork.com,"painting company, painting service",,5,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.756Z,,,,Flowery Branch,Georgia,,,,,https://app.apollo.io/#/organizations/5fc99ffa20a63f000163b88e?overrideScoreId=score,,
66,Adams Painting Company,http://www.adamspaintnc.com,adamspaintnc.com,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.756Z,,,,Wake Forest,North Carolina,,,,,https://app.apollo.io/#/organizations/67158268d5282c00018341af?overrideScoreId=score,,
67,Finaltone Painting Company,http://www.finaltonepainting.com,finaltonepainting.com,"painting company, painting service",,9,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.757Z,,,,Maple Grove,Minnesota,,,,,https://app.apollo.io/#/organizations/654896fe1dd39700017702db?overrideScoreId=score,,
68,Foothills Painting LLC,http://www.foothillspainting.co,foothillspainting.co,"painting company, painting service",,18,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.757Z,,,,Fort Collins,Colorado,,,,,https://app.apollo.io/#/organizations/5d0a85b5f65125346a4e42ef?overrideScoreId=score,,
69,A.L.A. World Foundation,http://www.ssbipoc.org,ssbipoc.org,"painting company, painting service",,1,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.757Z,,,,Seattle,Washington,,,,,https://app.apollo.io/#/organizations/650520ce2a87c600014c2d1d?overrideScoreId=score,,
70,"Evergreen Painting Co., Inc.",http://www.evergreenpaintingco.com,evergreenpaintingco.com,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.587Z,2025-10-22T04:58:32.757Z,,,,Eugene,Oregon,,,,,https://app.apollo.io/#/organizations/664d838f0d7dc80001f8c4d9?overrideScoreId=score,,
71,"Hursh Painting Co., Inc.",http://www.hurshpainting.com,hurshpainting.com,"painting company, painting service",,13,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.757Z,,,,Hanover,Pennsylvania,,,,,https://app.apollo.io/#/organizations/6391f533e83992000107bd37?overrideScoreId=score,,
72,365 Renovations,http://www.365renovations.com,365renovations.com,"painting company, painting service",,4,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,West Chester,Ohio,,,,,https://app.apollo.io/#/organizations/55f7954af3e5bb095d001303?overrideScoreId=score,,
73,Bond Construction Inc.,http://www.bondconstructionnyc.com,bondconstructionnyc.com,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,New York,New York,,,,,https://app.apollo.io/#/organizations/54fca4237369647f94742400?overrideScoreId=score,,
74,Superior Painting Company,http://www.superiorpainters.com,superiorpainters.com,"painting company, painting service",,40,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,Red Oak,Texas,,,,,https://app.apollo.io/#/organizations/55f9384ff3e5bb22820024bb?overrideScoreId=score,,
75,Troy's Painting,http://www.troyspainting.com,troyspainting.com,"painting company, painting service",,19,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,Santa Ana,California,,,,,https://app.apollo.io/#/organizations/54a1f9247468693fda340d02?overrideScoreId=score,,
76,Paintco Painters,http://www.paintcopainters.com,paintcopainters.com,"painting company, painting service",,13,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,Greenwood,Indiana,,,,,https://app.apollo.io/#/organizations/5a9e3d59a6da98d98c6c8bc7?overrideScoreId=score,,
77,SMS Painting,http://www.smspaintingllc.com,smspaintingllc.com,"painting company, painting service",,9,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,Bridgeport,Connecticut,,,,,https://app.apollo.io/#/organizations/559222cb7369641908728b00?overrideScoreId=score,,
78,Mike's Quality Painting,http://www.mikesqualitypainting.com,mikesqualitypainting.com,"painting company, painting service",,43,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,Albuquerque,New Mexico,,,,,https://app.apollo.io/#/organizations/5500afb27369642da1440600?overrideScoreId=score,,
79,Flora Brothers Painting,http://www.florabrotherspainting.com,florabrotherspainting.com,"painting company, painting service",,5,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.758Z,,,,Indianapolis,Indiana,,,,,https://app.apollo.io/#/organizations/5ed4e336b6725f00019afe7f?overrideScoreId=score,,
80,"Matthews'​ Painting Company, LLC",http://www.matthewspainting.com,matthewspainting.com,"painting company, painting service",,8,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.765Z,,,,Leesburg,Indiana,,,,,https://app.apollo.io/#/organizations/54a1279069702d979cf79000?overrideScoreId=score,,
81,Phoenix Painting Company,http://www.phoenixpaintingco.com,phoenixpaintingco.com,"painting company, painting service",,25,"[""apollo""]",,,2025-10-22T04:55:36.588Z,2025-10-22T04:58:32.765Z,,,,Fort Lauderdale,Florida,,,,,https://app.apollo.io/#/organizations/55920bd1736964185f563800?overrideScoreId=score,,
82,"The Painting Company, LLC",,,"painting company, painting service",,2,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.765Z,,,,San Diego,California,,,,,https://app.apollo.io/#/organizations/63c430ac9ac5ba00014b310a?overrideScoreId=score,,
83,Heiler Painting,http://www.heilerpainting.com,heilerpainting.com,"painting company, painting service",,20,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.766Z,,,,Media,Pennsylvania,,,,,https://app.apollo.io/#/organizations/5ef45bdd33527e0184a69242?overrideScoreId=score,,
84,"Paintegrity, LLC",http://www.paintegrityllc.com,paintegrityllc.com,"painting company, painting service",,8,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.766Z,,,,Pflugerville,Texas,,,,,https://app.apollo.io/#/organizations/5b1339f0a6da98dcf025de90?overrideScoreId=score,,
85,Kennedy Painting LLC,http://www.stlouishousepainting.com,stlouishousepainting.com,"painting company, painting service",,30,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.766Z,,,,St. Louis,Missouri,,,,,https://app.apollo.io/#/organizations/54a1b4e474686954757caf09?overrideScoreId=score,,
86,Northwest Residential & Commercial Painting Company,http://www.nwpaintingcompany.com,nwpaintingcompany.com,"painting company, painting service",,9,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.766Z,,,,Seattle,Washington,,,,,https://app.apollo.io/#/organizations/54a1b6ef7468695c827f2b0a?overrideScoreId=score,,
87,"Hays Brothers Painting Service, Inc.",http://www.haysbrotherspainting.com,haysbrotherspainting.com,"painting company, painting service",,12,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.766Z,,,,Hays Brothers Painting Service,Inc.,,,,,https://app.apollo.io/#/organizations/5b869a13324d44111a7c7bba?overrideScoreId=score,,
88,111 Painting Service,http://www.111paintingservice.com,111paintingservice.com,"painting company, painting service",,1,"[""apollo""]",,,2025-10-22T04:55:36.589Z,2025-10-22T04:58:32.766Z,,,,Sacramento,California,,,,,https://app.apollo.io/#/organizations/6718bc6d1bf8da0001170399?overrideScoreId=score,,
